kingdom,class,phylum,order,family,genus,species
Animalia,Mollusca,Bivalvia,Solemyida,Solemyidae,Solemya,Solemya sp.
Animalia,Mollusca,Bivalvia,Adapedonta,Solenidae,Solen,Solen sloanii
Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,Solenocera mutator
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis geminata
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis xyloni
Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Solenosteira,Solenosteira anomala
Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Solenosteira,Solenosteira gatesi
Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Solenosteira,Solenosteira macrospira
Animalia,Mollusca,Gastropoda,Neogastropoda,Pisaniidae,Solenosteira,Solenosteira mendozana
Animalia,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,Solmundella,Solmundella bitentaculata
Plantae,Anthophyta,Dicotyledoneae,Asterales,Asteraceae,Sonchus,Sonchus asper
Plantae,Anthophyta,Dicotyledoneae,Asterales,Asteraceae,Sonchus,Sonchus oleraceus
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,Sonchus sp.
Animalia,Chordata,Reptilia,Squamata,Colubridae,Sonora,Sonora annulata
Animalia,Chordata,Squamata,NA,Colubridae,Sonora,Sonora fasciata
Animalia,Chordata,Reptilia,Squamata,Colubridae,Sonora,Chionactis palarostris
Animalia,Chordata,Squamata,NA,Colubridae,Sonora,Sonora savagei
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sorghum,Sorghum halepense
Animalia,Chordata,Teleostei,Perciformes,Scaridae,Sparisoma,Sparisoma viride
Chromista,Ochrophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Spatangidium,Spatangidium arachne
Animalia,Echinodermata,Echinoidea,Spatangoida,Spatangidae,Spatangus,Spatangus californicus
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Spathochlamys,Spathochlamys vestalis
Plantae,Anthophyta,Dicotyledoneae,Scrophulariales,Bignoniaceae,Spathodea,Spathodea campanulata
Chromista,Myzozoa,Dinophyceae,Noctilucales,Kofoidiniaceae,Spatulodinium,Spatulodinium sp.
Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Spectrunculus,Spectrunculus grandis
Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Speloeophorus,Speloeophorus schmitti
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,Spermacoce confusa
Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Spermothamnion,Spermothamnion repens
Chromista,Ochrophyta,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria,Sphacelaria tribuloides
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Sphaenothecus,Sphaenothecus trilineatus
Plantae,Anthophyta,Dicotyledoneae,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea ambigua
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea ambigua versicolor
Plantae,Anthophyta,Dicotyledoneae,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea ambigua var. ambigua
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea ambigua var. versicolor
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea ambigua versicolor
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea axillaris
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea axillaris var. violacea
Plantae,Anthophyta,Dicotyledoneae,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea coulteri
Plantae,Anthophyta,Dicotyledoneae,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea coulteri coulteri
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea coulteri var. coulteri
Plantae,Anthophyta,Dicotyledoneae,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea emoryi
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea hainesii
Plantae,Anthophyta,Dicotyledoneae,Malvales,Malvaceae,Sphaeralcea,Sphaeralcea orcuttii
Animalia,Cnidaria,Hydrozoa,Anthoathecata,Sphaerocorynidae,Sphaerocoryne,Sphaerocoryne coccometra
Chromista,Myzozoa,Dinophyceae,Peridiniales,Glenodiniopsidaceae,Sphaerodinium,Sphaerodinium cracoviense
Chromista,Myzozoa,Dinophyceae,Peridiniales,Glenodiniopsidaceae,Sphaerodinium,Sphaerodinium polonicum
Plantae,Anthophyta,Dicotyledoneae,Asterales,Asteraceae,Sphagneticola,Sphagneticola trilobata
Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,Spheciospongia confoederata
Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,Spheciospongia incrustans
Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,Spheciospongia ruetzleri
Animalia,Mollusca,Bivalvia,Myida,Myidae,Sphenia,Sphenia fragilis
Animalia,Mollusca,Bivalvia,NA,Spheniopsidae,Spheniopsis,Spheniopsis frankbernardi
Plantae,Anthophyta,Dicotyledoneae,Fabales,Fabaceae,Sphinctospermum,Sphinctospermum constrictum
Fungi,Ascomycota,Eurotiomycetes,Mycocaliciales,Sphinctrinaceae,Sphinctrina,Sphinctrina tubaeformis
Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides annulatus
Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides kendalli
Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides lispus
Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides lobatus
Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides pachygaster
Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides sechurae
Animalia,Chordata,NA,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides sp.
Animalia,Chordata,Actinopterygii,Carangiformes,Sphyraenidae,Sphyraena,Sphyraena argentea
Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena ensis
Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena idiastes
Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena lucasana
Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena obtusata
Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,Sphyraena qenie
Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,Sphyrapicus varius
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna lewini
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna tiburo
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna zygaena
Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis
Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax digitale
Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax spinifera
Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Spinitectus,Spinitectus sp.
Animalia,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Spinodiosaccus,Spinodiosaccus primus
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus psaltria witti
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spio,Spio blakei
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spio,Spio maculata
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spio,Spio pacifica
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes duplex
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes kroeyeri
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes missionensis
Animalia,Porifera,Demospongiae,Clionaida,Spirastrellidae,Spirastrella,Spirastrella coccinea
Animalia,Porifera,Demospongiae,Clionaida,Spirastrellidae,Spirastrella,Spirastrella decumbens
Animalia,Porifera,Demospongiae,Clionaida,Spirastrellidae,Spirastrella,Spirastrella sp.
Chromista,Myzozoa,Dinophyceae,Peridiniales,Gonyaulacaceae,Spiraulax,Spiraulax jolliffei
Chromista,Myzozoa,Dinophyceae,Peridiniales,Gonyaulacaceae,Spiraulax,Spiraulax kofoidii
Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus giganteus
Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus incrassatus
Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus minutus
Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,NA,Spirobranchus sp.
Bacteria,Spirochaetota,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta isovalerica
Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta psychrophila
Animalia,Platyhelminthes,Trematoda,Diplostomida,Spirorchiidae,Spirorchis,Spirorbis spirorbis
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Spirosoma oryzae
Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Spirotontonia,Spirotontonia grandis
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spizaetus,Spizaetus melanoleucus
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella breweri breweri
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Spoladea,Spoladea recurvalis
Plantae,Anthophyta,Dicotyledoneae,Sapindales,Anacardiaceae,Spondias,Spondias purpurea
Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Spondylus crassisquama
Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Spondylus leucacanthus
Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Spondylus limbatus
Animalia,Porifera,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia sp.
Animalia,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,Spongiobranchaea,Spongiobranchaea
Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Spongosorites,Spongosorites sp.
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sporobolus,Sporobolus airoides
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sporobolus,Sporobolus contractus
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sporobolus,Sporobolus cryptandrus
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sporobolus,Sporobolus pyramidatus
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sporobolus,Sporobolus pyramidatus
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sporobolus,Sporobolus virginicus
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Sporobolus,Sporobolus wrightii
Bacteria,Firmicutes_A,Clostridia,Tissierellales,VENL01,Sporosalibacterium,Sporosalibacterium tautonense
Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Spurilla,Spurilla braziliana
Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Spurilla,Spurilla neapolitana
Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,Squatina,Squatina californica
Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla aculeata
Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla aculeata aculeata
Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla biformis
Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla hancocki
Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Squilla mantoidea
Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Michalisquilla,Michalisquilla parva
Plantae,Anthophyta,Dicotyledoneae,Lamiales,Lamiaceae,Stachys,Stachys coccinea
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis,Stagmomantis californica
Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis,Stagmomantis limbata
Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Stahnkeus,Stahnkeus harbisoni
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stapfochloa,Stapfochloa ciliata
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus sciuri
Animalia,Chordata,Teleostei,Perciformes,Labrisomidae,Starksia,Starksia cremnobates
Animalia,Chordata,Teleostei,Perciformes,Labrisomidae,Starksia,Starksia grammilaga
Animalia,Chordata,Teleostei,Perciformes,Labrisomidae,Starksia,Starksia lepidogaster
Animalia,Chordata,Teleostei,Perciformes,Labrisomidae,Starksia,Starksia posthon
Animalia,Chordata,Teleostei,Perciformes,Labrisomidae,Starksia,Starksia spinipenis
Animalia,Chordata,Teleostei,Perciformes,Chaenopsidae,Stathmonotus,Stathmonotus sinuscalifornici
Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Stegastes,Stegastes acapulcoensis
Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Stegastes,Stegastes flavilatus
Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Stegastes,Stegastes leucorus
Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Stegastes,Stegastes rectifraenum
Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Stegastes,Stegastes redemptus
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Stegnospermataceae,Stegnosperma,Stegnosperma cubense
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Stegnospermataceae,Stegnosperma,Stegnosperma halimifolium
Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Steironepion,Steironepion piperatum
Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Steironepion,Steironepion tinctum
Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Symbolophora,Stellarima microtrias
Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus stellaris stellaris
Animalia,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta sp.
Animalia,Chordata,Actinopteri,Perciformes,Sciaenidae,Stellifer,Stellifer scierus
Animalia,Chordata,Actinopteri,Perciformes,Sciaenidae,Stellifer,Stellifer strabo
Plantae,Anthophyta,Dicotyledoneae,Plantaginales,Plantaginaceae,Stemodia,Stemodia durantifolia
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Stemodia,Stemodia durantifolia var. durantifolia
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Stemodia,Stemodia pusilla
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,Stenella attenuata
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,Stenella attenuata graffmani
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,Stenella coeruleoalba
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,Stenella longirostris
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,Stenella longirostris orientalis
Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,Steno bredanensis
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus alamosensis
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus gummosus
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus kerberi
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus thurberi littoralis
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus martinezii
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus queretaroensis
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus sp.
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus standleyi
Plantae,Anthophyta,Dicotyledoneae,Caryophyllales,Cactaceae,Stenocereus,Stenocereus thurberi
Plantae,Anthophyta,Dicotyledoneae,Caryophyllales,Cactaceae,Stenocereus,Stenocereus thurberi thurberi
Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Stenochrus,Stenochrus portoricensis
Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Stenocionops,Stenocionops ovatus
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Stenomorpha,Stenomorpha (asidina) confluens
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Stenomorpha,Stenomorpha confluens
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax (stenoplax) limaciformis
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax (stenoplax) mariposa
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax (stenoplax) petaloides
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax (stenoradsia) magdalenensis
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax (stenoradsia) sonorana
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax limaciformis
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax magdalenensis
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax mariposa
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax petaloides
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax quetzalcoatli
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax rugulata
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Stenoplax,Stenoplax sonorana
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Stenoporpia,Stenoporpia dionaria
Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,Stenorhynchus debilis
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenotis,Stenotis arenaria
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenotis,Stenotis brevipes
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenotis,Stenotis gracilenta
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenotis,Stenotis mucronata
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenotis,Stenotis ×gracilenta
Animalia,Cnidaria,Hydrozoa,Siphonophorae,Rhodaliidae,Stephalia,Stephalia sp.
Plantae,Anthophyta,Dicotyledoneae,Asterales,Asteraceae,Stephanomeria,Stephanomeria panuciflora
Plantae,Anthophyta,Dicotyledoneae,Asterales,Asteraceae,Stephanomeria,Stephanomeria pauciflora
Plantae,Anthophyta,Dicotyledoneae,Asterales,Asteraceae,Stephanomeria,Stephanomeria pauciflora
Animalia,Cnidaria,Anthozoa,Scleractinia,Micrabaciidae,Stephanophyllia,Stephanophyllia sp.
Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Eupyxidicula,Stephanopyxis nipponica
Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana
Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis turris
Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Acanthocolpidae,Stephanostomum,Stephanostomum sp.
Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Stephonyx,Stephonyx californiensis
Animalia,Chordata,Actinopterygii,Acropomatiformes,Stereolepididae,Stereolepis,Stereolepis gigas
Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Stereomastis,Stereomastis pacifica
Animalia,Annelida,Polychaeta,Terebellida,Sternaspidae,Sternaspis,Sternaspis fossor
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Sternidius,Sternidius crassulus
Animalia,Chordata,Teleostei,Perciformes,Labridae,Stethojulis,Stethojulis bandanensis
Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Sthenoteuthis,Sthenoteuthis oualaniensis
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Stibia,Stibia fallaciosa
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Stictia,Stictia heros
Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Stictia,Stictia signata
Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Stigmaulax,Stigmaulax broderipiana
Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Stigmaulax,Stigmaulax elenae
Animalia,Mollusca,Gastropoda,NA,Limapontiidae,Stiliger,Stiliger fuscovittatus
Plantae,Anthophyta,Dicotyledoneae,Euphorbiales,Euphorbiaceae,Stillingia,Stillingia linearifolia
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Stilpnochlora,Stilpnochlora thoracica
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Achnatherum,Pappostipa speciosa
Animalia,Porifera,Demospongiae,Tetractinellida,Pachastrellidae,Stoeba,Stoeba sp.
Animalia,Arthropoda,Malacostraca,Stomatopoda,NA,NA,Stomatopoda sp.
Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Stomias,Stomias atriventer
Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Stramonita biserialis
Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Stramonita haemastoma
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Strategus,Strategus aloeus
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma,Streblosoma pacifica
Animalia,Annelida,Polychaeta,NA,Terebellidae,Streblosoma,Streblosoma sp.
Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Streetsia,Streetsia mindanaonis
Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Streetsia,Streetsia porcella
Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Streetsia,Streetsia steenstrupi
Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto
Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Striatella unipunctata
Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Strigatella,Strigatella tristis
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Strigilla,Strigilla (pisostrigilla) interrupta
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Strigilla,Strigilla (strigilla) chroma
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Strigilla,Strigilla (strigilla) cicercula
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Strigilla,Strigilla chroma
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Strigilla,Strigilla cicercula
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Striostrea,Striostrea prismatica
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium caudispina
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium chlorophilum
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium pseudorapulum
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium purpureum
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium sp.
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium sp.
Chromista,Ciliophora,Oligotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium sp.
Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Strombina,Strombina (costangula) angularis
Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Strombina,Strombina (spiralta) maculosa
Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Strombina,Strombina angularis
Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Strombina,Strombina colpoica
Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Strombina,Strombina maculosa
Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Strombus,Strombus gracilior
Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus
Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus sp.
Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Strongylura,Strongylura exilis
Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Strongylura,Strongylura scapularis
Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Strophocardia,Strophocardia megastropha
Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Struthanthus,Struthanthus palmeri
Animalia,Annelida,Polychaeta,Phyllodocida,Microphthalmidae,Struwela,Struwela camposi
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,Strymon albata
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,Strymon alea
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,Strymon istapa
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon,Strymon melinus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella magna
Animalia,Urochordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Styela canopus
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Stygiomedusa,Stygiomedusa gigantea
Animalia,Arthropoda,Copepoda,Calanoida,Pseudocyclopiidae,Stygocyclopia,Stygocyclopia sp.
Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Stylocheilus,Stylocheilus rickettsi
Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Stylocheilus,Stylocheilus striatus
Chromista,Myzozoa,Dinophyceae,Phytodiniales,Phytodiniaceae,Stylodinium,Stylodinium littorale
Plantae,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,Stylonema,Stylonema alsidii
